filename,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,label
jazz.00012,-253.1746,122.6945,-5.6637,40.5627,-5.8248,18.3970,-16.6573,14.5854,-15.1560,8.2035,-13.8887,8.2847,-7.3011,jazz
jazz.00013,-217.6235,112.6363,12.6847,39.5186,-9.8215,17.3747,-12.3603,20.7020,-18.3026,16.3499,-10.0178,9.0434,-6.8749,jazz
jazz.00014,-358.2770,137.9811,-10.9834,20.8250,1.9816,-3.4276,-11.5259,-3.2585,-11.0189,-8.4272,-7.4645,-0.9941,-6.7101,jazz
jazz.00015,-199.9760,117.2346,-12.3759,39.1114,-6.3516,16.5292,-17.3034,13.6256,-17.6636,14.0377,-10.2039,12.1831,-6.7087,jazz
jazz.00016,-259.8767,123.1872,-6.3908,37.5703,-2.9777,13.0579,-14.0830,5.3100,-11.9615,3.5246,-9.6335,5.3333,-7.8435,jazz
jazz.00017,-233.1115,105.9151,-2.6630,37.4323,-8.1616,15.7330,-15.0694,8.3648,-16.3799,8.6406,-9.3700,7.1034,-5.9886,jazz
jazz.00018,-192.0729,105.5701,-26.0205,40.1665,-6.6616,26.5036,-10.3788,18.4735,-14.0029,14.9322,-12.6963,9.5802,-5.1979,jazz
jazz.00019,-267.2788,129.0497,-14.7201,41.2675,-1.0147,22.9581,-8.1300,11.1831,-9.0786,11.3211,-5.5047,13.5698,-1.1839,jazz
jazz.00020,-376.7320,119.1505,-2.9522,48.5103,13.1656,21.2524,0.0193,8.0118,-0.3983,2.3795,-0.0288,0.9034,1.6668,jazz
jazz.00021,-174.6798,75.8947,-12.7990,52.6159,-29.4011,22.7598,-22.3627,18.6262,-24.7115,21.1670,-13.8056,13.0125,-7.8626,jazz
jazz.00022,-298.7574,112.0568,6.4871,28.4051,-6.7539,16.6599,-11.7996,12.7524,-8.3452,13.8841,-4.2423,2.3234,-4.3197,jazz
jazz.00023,-188.0823,98.6133,-11.2854,47.2188,-20.3364,18.7894,-15.7905,13.6909,-15.4697,17.4221,1.0044,18.2868,4.6397,jazz
jazz.00024,-202.5848,105.8442,-20.5563,43.8829,-14.2731,25.2908,-15.5879,15.3167,-13.2873,12.2722,-8.7630,10.1581,-1.8583,jazz
jazz.00025,-237.6387,108.3195,2.0314,41.7651,-10.4559,16.9450,-8.5909,12.8004,-9.1111,15.9432,-6.5256,7.1721,-8.2559,jazz
jazz.00026,-414.0353,104.8647,-7.8399,37.8524,0.1760,23.4092,-7.3027,5.7580,-1.0569,8.4958,-5.5058,0.8669,-1.4607,jazz
jazz.00027,-262.0607,108.9898,-6.3379,55.1664,-10.6592,18.5191,-4.2446,18.5448,-19.7028,17.5734,-10.9770,11.9275,-3.4324,jazz
jazz.00028,-233.7652,108.4536,-10.6827,38.7004,-10.7681,14.1594,-16.2561,10.3754,-20.8140,10.0806,-12.0135,7.7677,-12.0316,jazz
jazz.00029,-232.9288,93.8222,-16.1782,49.5861,-13.9445,13.4934,-11.8251,13.2932,-25.8172,17.3753,-13.3141,9.2839,-5.4866,jazz
jazz.00030,-318.9999,115.6647,-23.0199,52.5942,-12.7982,14.6165,-8.2045,0.2982,-23.8398,10.8544,-9.5631,7.4702,-4.2494,jazz
jazz.00031,-237.5024,115.9307,-15.4099,47.1036,-13.5059,18.1935,-13.9420,15.3404,-17.5272,13.4002,-6.2344,8.6295,-7.2384,jazz
jazz.00032,-305.4449,121.9335,2.6064,36.9422,-8.5589,17.9204,-9.2694,10.5718,-9.9296,2.3253,-12.6832,0.3116,-8.6224,jazz
jazz.00033,-261.8205,139.5500,-17.1065,49.8903,-5.8598,19.8391,1.8652,5.7070,-7.8273,-0.4331,-1.2523,-2.1962,4.4686,jazz
jazz.00034,-146.3341,118.2020,-34.6831,58.7783,-14.9613,34.3059,-6.5831,13.8939,-14.6360,9.1911,-11.3256,1.0963,-5.4980,jazz
jazz.00035,-261.8927,182.5381,-16.8917,49.8501,-1.2053,6.3242,6.0129,-8.8994,-10.3051,-3.2101,-5.3586,-3.5507,-2.8933,jazz
jazz.00036,-196.9114,152.8287,-36.8623,41.7934,-8.6795,4.3975,-11.5493,1.4115,-14.7253,0.4664,-10.1624,-6.9265,-6.2440,jazz
jazz.00037,-198.4867,140.7171,-18.4209,30.5112,-6.6898,15.7216,-0.7276,7.2931,-6.5870,6.0658,-5.1218,3.4560,-2.8347,jazz
jazz.00038,-179.5712,124.3108,-29.7273,45.3510,-10.1834,17.7565,-8.7994,12.7404,-10.7430,8.6038,-12.3886,3.3816,-12.0225,jazz
jazz.00039,-237.3221,146.8409,-24.4194,64.2713,-10.8105,3.2754,-1.3198,2.6962,5.1424,0.3944,9.6344,2.5087,3.1253,jazz
jazz.00040,-179.7876,147.7767,-20.4740,58.6189,-23.7965,2.4591,-3.1923,-9.3253,-5.7573,-0.4284,-8.3553,3.0898,-6.8535,jazz
jazz.00041,-216.3098,135.0141,-35.4796,61.6026,-14.5534,11.0372,1.2135,10.9540,-8.2937,-1.4459,0.1210,8.2720,-4.5798,jazz
jazz.00042,-206.8230,141.8399,-13.7865,49.3282,-24.7964,11.7869,-12.7782,-16.5659,-8.3778,-1.2239,-7.6568,-1.3780,-9.3494,jazz
jazz.00043,-173.1764,111.6344,-35.9067,45.8388,-11.4074,19.6955,-8.0625,17.9437,-8.9355,14.7066,-10.3184,4.6746,-11.8059,jazz
jazz.00044,-247.0444,168.0261,-19.7077,21.9369,-0.7276,15.0729,-1.2400,4.7363,-2.0299,6.5299,-1.3925,5.6101,-0.2934,jazz
jazz.00045,-231.2990,174.3790,-19.7231,47.3484,-1.9433,6.6571,-1.0885,-5.5149,-13.7387,-3.7105,-6.3079,-1.5048,-2.6243,jazz
jazz.00046,-204.1839,147.6064,-25.2147,49.3402,-15.6596,2.7003,-7.8407,-10.6435,-4.7937,-3.6702,-3.5133,1.5604,1.4796,jazz
jazz.00047,-201.7695,109.3049,-15.5163,44.2764,-11.0484,18.8445,-11.3113,18.4020,-18.9116,11.2157,-11.9061,6.9607,-11.6537,jazz
jazz.00048,-204.7544,117.4312,-20.9398,42.0160,-10.3482,19.2323,-11.6347,7.9841,-20.2709,8.7836,-11.7051,5.1711,-11.2326,jazz
jazz.00049,-165.4844,87.2777,24.8293,28.3971,-2.7716,-1.3289,-14.0755,-4.7646,-19.2065,-0.6028,-11.9433,-8.3255,-8.2304,jazz
jazz.00050,-54.8572,77.3185,8.3441,31.6866,11.3117,11.7354,7.8781,13.4742,-2.2165,5.5891,1.5254,7.4211,-0.9245,jazz
jazz.00051,-260.9277,138.5592,-16.3395,49.1559,-5.2593,19.3496,2.2046,5.5512,-7.8797,-0.2086,-1.6206,-1.7244,3.9445,jazz
jazz.00052,-91.5029,82.6595,12.0886,36.6976,-0.7664,13.4529,5.6498,9.6652,-3.7486,1.8064,1.4970,1.2616,0.8102,jazz
jazz.00053,-141.0254,110.7796,-27.5061,51.9848,-8.6754,28.6349,-1.6098,9.6711,-11.1891,6.5220,-9.4101,-0.1118,-4.9343,jazz
jazz.00054,-111.6414,121.7664,-3.1201,20.9521,2.5438,5.5766,-3.2442,2.6070,-2.3018,3.9303,-3.6403,-0.1637,-3.8901,jazz
jazz.00055,-260.3974,180.6517,-15.3853,48.5717,-0.0922,5.4352,6.5924,-9.1657,-10.2896,-2.9855,-5.8150,-2.9294,-3.6206,jazz
jazz.00056,-37.8888,65.0935,14.3289,21.3053,7.4967,6.3180,1.8994,6.5569,-2.9166,5.5641,2.4388,2.9935,0.5918,jazz
jazz.00057,-248.0309,125.9563,-12.6089,30.2735,-1.0752,-2.2264,1.9285,0.2294,2.7008,-4.3997,-6.4446,-6.4964,-3.9915,jazz
jazz.00058,-190.6163,144.0544,-28.4110,33.8169,-1.2972,-2.2946,-5.6446,-3.6427,-10.5339,-2.8482,-7.7080,-8.5822,-5.2981,jazz
jazz.00059,-179.7704,114.6879,28.3916,36.0707,11.1520,12.7713,3.7996,8.4849,-0.0535,5.3944,1.0119,2.6757,-3.7311,jazz
jazz.00060,-190.4231,129.5421,-7.8455,20.7261,2.2028,7.7979,6.1923,1.3510,-1.5977,2.0146,-1.9862,1.1769,-1.3471,jazz
jazz.00061,-23.7835,82.9775,2.3325,29.4738,6.6176,6.4713,-0.7131,6.2192,-3.3741,5.6667,-0.3565,3.1995,-0.2204,jazz
jazz.00062,-168.1230,108.2865,-14.1646,30.4511,3.8777,4.6716,3.1896,1.9185,-1.1419,0.2344,-5.2540,-2.5569,-7.2299,jazz
jazz.00063,-50.5666,85.0527,3.5541,22.8080,-1.5853,6.1171,2.3555,3.6481,-1.8734,4.3195,1.0411,0.8000,-0.7808,jazz
jazz.00064,-69.5685,126.0058,-5.1523,30.7840,8.3147,5.0900,-3.9117,5.3799,-10.7857,9.0331,-8.2638,4.7947,-5.1272,jazz
jazz.00065,-235.7680,144.7930,-22.5867,62.5686,-9.3117,2.0413,-0.3344,1.9955,5.5276,0.3063,9.4573,2.9000,2.5644,jazz
jazz.00066,-118.4206,122.3000,-12.9552,26.8439,4.3731,6.9010,-6.8186,-0.3913,-8.2709,-5.0112,-4.3508,0.3213,-4.5426,jazz
jazz.00067,-177.2891,144.3559,-17.2796,55.6991,-21.2464,0.3600,-1.5880,-10.4141,-5.1856,-0.5061,-8.7340,3.8632,-7.9621,jazz
jazz.00068,-204.4559,138.6169,-10.7982,46.5622,-22.3152,9.6791,-11.0976,-17.7960,-7.5825,-1.6123,-7.6604,-1.0231,-9.9817,jazz
jazz.00069,-159.1635,91.9893,-16.7400,27.3822,6.1289,3.2512,7.1555,4.0335,3.6071,3.5579,-0.5649,-3.7183,-4.7292,jazz
jazz.00070,-238.0081,155.9166,-9.1956,13.1707,6.5855,8.8985,4.0010,0.2707,1.7672,3.3574,1.1745,3.6113,1.1503,jazz
jazz.00071,-228.4183,170.4724,-16.1047,43.9845,1.0999,4.0123,1.0950,-7.2034,-12.5348,-4.4260,-6.0714,-1.3285,-3.1477,jazz
jazz.00072,-202.7882,145.7698,-23.5835,47.8533,-14.3699,1.6565,-7.0679,-11.1213,-4.6022,-3.6052,-3.7993,2.0405,0.8504,jazz
jazz.00073,-84.0220,63.0962,5.6136,24.9284,6.1901,-2.9116,-0.3655,-1.0757,-4.2447,-2.3196,1.5785,1.9405,1.5413,jazz
jazz.00074,-149.1818,79.0816,2.0287,27.6201,0.3151,1.7298,-3.6065,-0.1525,-5.0305,1.2452,1.1495,-0.6124,1.8235,jazz
jazz.00075,-78.1675,63.2397,-1.6747,21.0189,4.4549,-3.6005,-1.5584,-3.0727,-6.0744,-1.9532,1.7844,-1.2055,0.9507,jazz
jazz.00076,-154.3235,110.6958,-22.3070,21.1694,4.2635,4.7524,-4.1000,-1.0061,-6.4059,-9.2422,-3.6319,-5.5053,0.5474,jazz
jazz.00077,-77.0170,64.5325,-2.8562,28.5206,4.6881,-2.8038,-5.9390,1.9097,-5.1970,-2.3182,-2.9398,-6.1550,-0.7600,jazz
jazz.00078,-141.4669,70.8791,-0.5296,33.5741,1.4310,-9.1622,0.7941,0.5659,-9.1729,-2.5653,4.0633,-2.2323,-0.6876,jazz
jazz.00079,-163.5303,65.9724,5.3476,41.9055,7.0316,5.4997,8.9248,2.6794,-0.1757,5.1696,10.4896,3.3397,3.8414,jazz
jazz.00080,-117.2374,56.9844,-2.1000,35.6129,4.7055,3.8964,11.5943,6.0768,0.5787,2.2736,2.7038,-1.8504,1.6781,jazz
jazz.00081,-228.3342,67.5512,37.0631,21.3154,17.0552,10.1337,10.7844,8.0173,2.0406,0.2792,2.4852,3.8446,1.5859,jazz
jazz.00082,-158.3321,49.6206,21.6097,16.5228,11.4287,6.2566,5.6380,-0.1875,-0.2383,-1.9878,2.0333,2.6925,-1.4583,jazz
jazz.00083,-125.9474,56.6323,23.4712,23.7111,-0.2973,7.1558,0.1818,-0.8403,-4.1537,-1.8898,2.5247,0.5212,0.9219,jazz
jazz.00084,-178.0114,61.9307,1.4841,36.0440,7.5825,5.1556,-0.9078,2.9520,1.4494,2.1397,5.1753,2.0277,0.5200,jazz
jazz.00085,-131.8744,61.6085,-12.6733,35.0820,-2.1372,-0.9554,-4.8395,-4.1069,-3.2718,2.5086,6.4019,3.4120,-2.9024,jazz
jazz.00086,-156.6181,22.7647,10.4727,24.1512,10.1347,2.9672,2.4885,0.4851,2.6931,1.2340,3.3271,-7.8096,1.1047,jazz
jazz.00087,-340.9809,89.7767,44.5694,28.8859,16.3334,10.6158,6.9958,0.8438,6.0938,7.1351,5.4401,2.7393,9.3646,jazz
jazz.00088,-192.5075,80.9705,25.6952,18.5402,14.1712,1.2574,4.0866,-1.4149,2.6673,5.2454,3.7236,0.2895,7.3330,jazz
jazz.00089,-322.4307,90.6842,27.0277,37.8494,19.6934,4.6131,3.0716,7.9781,1.9328,2.0926,0.4449,4.8847,13.0513,jazz
jazz.00090,-217.6292,105.6317,19.3163,28.3539,8.6588,0.1473,6.3798,-2.5280,-12.9832,-11.1450,-6.1596,-7.7460,0.4135,jazz
jazz.00091,-299.3326,60.7607,32.0898,25.6933,7.4433,-1.2974,1.8589,5.2580,-5.5392,-3.0936,3.6495,-2.3044,0.8978,jazz
jazz.00092,-294.0421,84.6251,39.0867,28.6197,14.1187,1.0194,7.3416,5.2053,-3.7386,-5.0431,2.2185,-0.5736,4.2096,jazz
jazz.00093,-215.3441,100.9332,17.1048,12.9818,16.0581,4.7625,4.5678,-3.1360,-4.1543,-2.2996,-4.9236,-3.3441,-1.4227,jazz
jazz.00094,-366.3856,131.6950,16.5164,36.3086,5.0775,14.6662,-6.1554,4.7082,-9.5904,-1.3122,-2.6870,1.5721,-2.2700,jazz
jazz.00095,-219.7703,100.8365,-1.4205,41.2656,-0.9401,23.3717,-11.5028,20.0082,-15.9707,13.9435,-7.9792,5.7333,-6.8749,jazz
jazz.00096,-277.2614,95.7764,-2.9373,43.9078,1.9365,22.2601,-6.1261,22.4530,-12.8449,10.7587,-7.5378,3.5877,-5.0719,jazz
jazz.00097,-413.6199,118.2657,31.1233,40.1447,13.1225,13.9366,-3.7046,4.7487,-9.8760,-3.0734,-6.2766,-3.6225,-5.2810,jazz
jazz.00098,-222.9824,102.8621,-1.6518,45.2167,-6.7466,25.3534,-14.3755,24.2384,-10.4180,11.1575,-9.1385,6.6358,-7.8279,jazz
jazz.00099,-315.0259,112.7363,9.7669,38.9748,3.9330,20.0274,-7.2120,15.2918,-13.6859,10.1558,-4.8805,4.7048,-2.7063,jazz
metal.00000,-52.8840,50.0895,-11.4897,46.3228,6.5385,10.1123,5.4849,8.8492,5.9356,6.6283,-4.0325,9.7788,-3.1141,metal
metal.00001,-80.1412,64.8379,-15.4538,46.8441,7.9208,21.7662,-2.1763,21.9803,-7.7088,11.1433,-4.2846,11.4408,-10.3639,metal
metal.00002,-62.1775,115.1643,-42.7796,54.2942,-24.8643,20.1284,-21.6254,20.8435,-8.3907,20.3208,-10.7305,9.6610,-14.5436,metal
metal.00003,-43.0472,75.3641,-47.8206,53.0223,-12.3199,36.8635,-8.2803,28.3859,-14.5206,22.0907,-7.3420,15.9693,-13.1297,metal
metal.00004,-107.1068,47.6548,-8.6226,38.4059,8.4689,9.5438,1.0119,20.7516,0.7122,11.7832,1.1674,11.0647,-2.5376,metal
metal.00005,-79.5791,93.4707,-27.7453,64.0880,-18.8102,23.3328,-10.5516,13.3735,-17.5456,16.4054,-10.0487,8.9580,-16.0863,metal
metal.00006,-140.7294,55.9377,-12.3134,44.3443,-10.5994,10.8757,-0.9493,22.2533,-9.3804,15.2424,-3.0619,9.0609,-8.8041,metal
metal.00007,-108.0499,65.7679,-20.8388,47.5579,0.8694,8.9912,-3.1999,20.9717,-10.3414,7.8692,-8.1217,12.0475,-9.1463,metal
metal.00008,-149.9489,67.8628,-6.6666,32.0748,6.0940,12.2366,9.1478,10.1893,3.7743,10.6012,0.7706,7.7194,-1.1538,metal
metal.00009,3.6861,104.7593,-0.8380,55.9255,-29.2376,31.2515,-14.1901,20.2256,-8.2746,15.1826,-14.5968,15.6651,-12.9937,metal
metal.00010,-58.7025,70.5302,-19.4177,73.6044,-27.7574,23.7687,-17.9046,21.2272,-16.9537,16.1328,-15.2339,14.8695,-18.7046,metal
metal.00011,8.8293,82.8138,-30.5611,66.7014,-16.3530,16.5542,-10.7418,29.5288,-25.0855,16.8080,-11.3815,12.7733,-13.3387,metal
metal.00012,-64.1218,74.5085,-45.9664,65.8743,-14.6521,23.8550,-13.7684,37.7523,-10.5784,21.3880,-9.3307,17.9120,-10.7816,metal
metal.00013,-84.8676,64.6538,-36.3367,65.3806,-13.8769,22.8666,-15.5654,36.2971,-13.6702,21.2648,-9.2498,19.1725,-10.6060,metal
metal.00014,-117.8563,65.4422,-51.4194,74.0953,-13.7576,25.7351,-13.1299,32.2234,-10.3440,21.6999,-7.7931,12.3510,-14.4439,metal
metal.00015,-76.7714,67.9977,-11.2447,76.3758,-17.4679,25.3363,-17.8936,20.3664,-21.4100,14.2165,-15.7642,12.5137,-18.4993,metal
metal.00016,26.7118,79.7894,-52.0518,51.3195,-16.3645,22.0190,-17.4584,30.9181,-15.9936,16.1327,-12.1879,11.3093,-12.4507,metal
metal.00017,-75.4770,81.8613,-22.0297,69.8648,-11.7155,25.7298,-18.5105,27.0194,-14.0659,22.1313,-12.0883,14.9346,-13.5101,metal
metal.00018,-76.3247,123.2482,-89.8702,76.4256,-21.2566,22.3008,-13.6543,14.6455,-6.3137,9.9043,-3.9253,5.3933,-2.4842,metal
metal.00019,-89.3102,82.3572,-23.2526,68.1155,-13.0745,22.4487,-18.5192,26.2296,-14.3487,21.5033,-13.8761,12.4793,-14.1130,metal
metal.00020,-74.9654,81.1848,-20.2101,68.3102,-11.3568,23.6608,-19.8336,24.1983,-13.1648,22.2886,-11.5565,13.5570,-15.0544,metal
metal.00021,-76.2645,61.7722,-37.1335,62.4553,-14.8413,34.5734,-11.4997,30.9691,-12.2810,22.3207,-7.5117,17.8533,-11.1294,metal
metal.00022,-45.8007,108.0002,-11.7393,66.3261,-30.2101,9.2400,-25.7828,21.8721,-17.9360,10.2769,-14.1144,18.7450,-14.2359,metal
metal.00023,-43.7753,82.7975,-29.6345,70.4265,-21.6157,31.1636,2.0714,28.8952,-2.7019,19.9042,-6.9400,19.1431,-7.3783,metal
metal.00024,-16.6790,94.1132,-32.8090,61.4868,-10.0925,34.2434,-11.9660,28.1997,-15.3302,19.3278,-8.2922,17.9485,-7.4538,metal
metal.00025,-120.1001,91.3111,-38.8438,75.0115,-3.8139,22.6713,-8.1230,23.6596,-14.6346,13.3765,-9.4118,13.7087,-9.3204,metal
metal.00026,-61.5115,71.7709,-46.3133,75.4318,-18.5294,35.9454,-12.6885,28.3858,-9.3606,14.5094,-4.2732,11.8732,-16.0354,metal
metal.00027,-36.4711,94.8039,-36.5990,54.9976,-8.2198,29.6699,-13.6939,28.7063,-11.9893,19.3693,-15.6583,13.9380,-11.9616,metal
metal.00028,-28.0516,84.0233,-43.7107,47.9764,-22.4559,19.9145,-25.1896,24.7934,-13.1145,24.6684,-16.4135,17.5551,-15.4143,metal
metal.00029,-103.5999,73.8455,-16.1422,53.1683,-25.0805,33.9970,-13.6572,25.9859,-18.9051,18.6677,-12.7865,9.5471,-16.1541,metal
metal.00030,-77.4572,130.9365,-23.3291,62.0390,0.8842,30.5342,-8.7636,19.4533,-2.2424,13.1159,-3.3078,8.9444,-8.9696,metal
metal.00031,-12.4779,91.3267,-23.0956,50.9945,-12.1030,30.9385,-15.0086,23.0684,-14.2871,23.0810,-17.6987,13.1633,-15.2059,metal
metal.00032,-61.8622,93.0188,-39.9507,56.1482,-19.6737,23.3966,-7.6466,17.7183,-19.3257,17.7900,-13.0895,14.3045,-13.0791,metal
metal.00033,-35.6692,115.4577,-40.6579,75.3860,-12.5758,21.8513,1.7901,15.6250,-0.1879,10.2543,-11.7692,15.4131,-12.4745,metal
metal.00034,-104.6754,87.7509,-33.2513,48.4809,-28.9110,22.5191,-24.9836,20.5390,-12.0675,18.2505,-15.1881,10.3007,-13.8888,metal
metal.00035,13.5215,78.0209,-32.9962,55.5453,-9.9672,35.4067,-17.6420,29.0541,-11.2443,14.0132,-10.0877,16.5311,-8.4813,metal
metal.00036,-71.2557,82.3517,-30.1787,56.4799,-10.8797,26.8285,-15.8187,25.3457,-15.6370,17.7713,-13.0649,14.6225,-14.2867,metal
metal.00037,-79.0543,106.8253,-38.7504,39.8620,-26.7584,32.4776,-15.0281,29.7088,-11.3735,13.7748,-14.5048,16.1668,-3.0738,metal
metal.00038,-122.0936,62.3072,-34.4775,75.6495,6.2478,22.0580,-10.9698,23.2501,-12.3014,5.6290,-7.0093,5.6262,-14.4075,metal
metal.00039,-99.8922,102.1948,-23.6557,63.0618,-8.7486,30.7149,-9.6333,14.1636,0.3742,13.2231,-10.0843,9.1949,-4.9231,metal
metal.00040,-74.0835,80.0688,-46.9538,51.0109,-9.1249,31.7709,-6.3790,24.8552,-19.1347,20.7844,-11.6711,13.8418,-16.4673,metal
metal.00041,-100.3841,104.6881,-57.2479,56.5685,-5.5517,22.8248,-6.1653,23.0918,-19.0653,17.7914,-13.7725,9.9587,-14.8524,metal
metal.00042,-93.5559,89.8650,-55.8847,51.6380,-5.5746,28.7908,-13.8967,27.3580,-15.3179,22.8370,-12.4105,9.7046,-19.7336,metal
metal.00043,-110.8516,83.1617,-45.2518,56.5738,-7.4816,19.9666,-13.3754,21.2057,-15.6999,18.0847,-18.1022,12.9296,-17.2363,metal
metal.00044,-86.2079,76.7799,-42.3755,54.0017,-8.3410,29.4139,-7.9074,26.6677,-14.2357,18.4671,-17.9572,9.8724,-19.0313,metal
metal.00045,-135.4370,93.3358,-43.2935,59.2197,-8.5167,20.9539,-6.5279,21.8977,-18.9717,17.0453,-15.8804,11.0677,-18.4811,metal
metal.00046,0.3937,79.7098,-30.6459,61.0787,-17.4601,26.7061,-21.2513,22.3627,-13.0205,17.8791,-13.3715,19.2621,-10.9793,metal
metal.00047,-1.8818,72.6793,-32.7903,63.6036,-18.5508,25.8716,-13.8521,18.0780,-11.9441,19.6692,-13.9531,18.7524,-11.1851,metal
metal.00048,9.6259,76.3310,-31.2610,56.8725,-20.7359,27.2279,-16.6278,19.3556,-13.9024,19.6546,-16.0512,17.4806,-12.9380,metal
metal.00049,10.0468,74.1258,-32.2394,62.7735,-23.3281,30.0358,-14.8795,20.1621,-12.1503,19.1913,-14.9752,18.8047,-12.2815,metal
metal.00050,16.5134,71.1885,-22.3564,60.2839,-18.5555,27.6310,-12.4163,16.9566,-8.7350,17.8745,-13.4711,18.9297,-11.0295,metal
metal.00051,9.6312,54.6764,-21.0328,60.1630,-21.0792,32.1376,-15.8412,21.4437,-8.7207,19.3661,-12.3746,19.7492,-10.8016,metal
metal.00052,4.0652,83.2551,-37.2369,62.3244,-14.8387,23.3943,-10.4568,16.7833,-7.9425,16.2814,-11.2484,13.3113,-7.8105,metal
metal.00053,4.9477,75.0617,-24.7266,57.0070,-21.7779,26.0282,-12.5539,17.4334,-10.2302,18.5991,-13.0131,18.9520,-9.6861,metal
metal.00054,1.1894,66.6649,-23.7009,60.9671,-18.8814,29.7578,-17.5441,21.0372,-11.1935,18.8135,-13.0703,19.9599,-10.5698,metal
metal.00055,10.4937,63.7023,-28.4100,62.5974,-19.5883,28.8173,-15.2196,19.2953,-10.6828,18.8554,-12.6980,18.0316,-10.8201,metal
metal.00056,11.9822,69.4099,-23.2662,60.7010,-20.8135,25.0978,-16.1876,15.5427,-10.5046,18.7707,-13.3954,17.3706,-11.0512,metal
metal.00057,-24.9491,77.5244,-30.3692,68.3612,-6.5020,24.6929,-9.8013,19.5128,-11.4540,18.5942,-14.1560,14.4446,-5.9196,metal
metal.00058,-15.5241,99.9171,-37.4292,45.7916,-20.6040,25.4759,-18.4705,26.3445,-20.0087,20.9651,-13.4965,10.8165,-15.3841,metal
metal.00059,-15.5876,99.1354,-45.6235,55.0085,-18.0147,23.8917,-19.5973,27.3366,-15.0955,18.7948,-16.1451,9.2084,-16.2161,metal
metal.00060,-58.2272,105.8402,-43.8844,58.4400,-18.4233,27.9668,-17.9596,21.0408,-15.5459,13.3880,-15.6801,9.3591,-15.3156,metal
metal.00061,-74.0835,80.0688,-46.9538,51.0109,-9.1249,31.7709,-6.3790,24.8552,-19.1347,20.7844,-11.6711,13.8418,-16.4673,metal
metal.00062,-100.3841,104.6881,-57.2479,56.5685,-5.5517,22.8248,-6.1653,23.0918,-19.0653,17.7914,-13.7725,9.9587,-14.8524,metal
metal.00063,-93.5559,89.8650,-55.8847,51.6380,-5.5746,28.7908,-13.8967,27.3580,-15.3179,22.8370,-12.4105,9.7046,-19.7336,metal
metal.00064,-110.8516,83.1617,-45.2518,56.5738,-7.4816,19.9666,-13.3754,21.2057,-15.6999,18.0847,-18.1022,12.9296,-17.2363,metal
metal.00065,-86.2079,76.7799,-42.3755,54.0017,-8.3410,29.4139,-7.9074,26.6677,-14.2357,18.4671,-17.9572,9.8724,-19.0313,metal
metal.00066,-135.4370,93.3358,-43.2935,59.2197,-8.5167,20.9539,-6.5279,21.8977,-18.9717,17.0453,-15.8804,11.0677,-18.4811,metal
metal.00067,-82.4715,97.3574,-34.3859,71.4252,-3.3021,17.3907,-9.0329,16.0275,-19.0193,12.0888,-9.5739,13.9615,-14.4604,metal
metal.00068,-99.9024,106.3744,-40.6690,52.7195,-20.7393,25.2788,-11.8268,22.0885,-12.4768,13.7691,-14.3850,15.9698,-11.7204,metal
metal.00069,-111.6503,111.1577,-10.6581,69.7053,-4.9121,29.8433,-10.4053,21.2654,-6.6546,20.0961,-7.2313,16.2437,-10.1296,metal
metal.00070,-197.2069,74.1329,-10.7331,54.7105,-7.5961,18.4112,-18.8808,11.5930,-14.5620,18.4168,-16.4666,12.5731,-10.4669,metal
metal.00071,-78.5935,80.8827,-24.5866,47.0315,-23.7451,27.4271,-17.4167,22.2778,-13.5320,21.5720,-11.1023,15.5842,-9.7023,metal
metal.00072,-35.1910,93.9552,-35.1859,62.8071,-11.7265,27.0091,-10.7558,24.0824,-13.0422,13.6116,-12.4169,13.5766,-12.2518,metal
metal.00073,2.8364,77.0696,-17.5564,57.9584,0.7397,28.8349,-7.8639,27.6144,-13.5459,17.2875,-7.5781,13.0376,-8.7444,metal
metal.00074,-201.1456,76.7805,-14.7982,68.7393,-12.9436,36.9597,-10.9787,23.6941,-12.2663,16.6723,-11.0765,15.5674,-11.1910,metal
metal.00075,-40.4420,105.3011,-14.1088,54.8489,-1.1963,20.0841,-11.6988,22.1839,-10.2336,14.1942,-6.9129,13.3485,-9.2558,metal
metal.00076,-100.8402,76.1340,-29.5435,69.7168,-17.3355,21.3977,-12.9159,22.0069,-9.8399,18.4266,-12.0429,8.9845,-20.8679,metal
metal.00077,-42.0107,86.9898,-27.5301,62.6181,-27.0010,32.3356,-18.9533,22.1304,-14.3193,19.5039,-10.9618,16.7598,-12.3768,metal
metal.00078,-1.6398,73.3934,-15.9027,55.7978,-1.8974,34.0241,-8.3088,32.7583,-9.7023,20.8293,-9.0344,13.9552,-9.5795,metal
metal.00079,-74.8635,79.1002,-40.8893,54.7151,-9.6719,37.2613,-14.9693,20.9316,-17.4220,16.5711,-11.0938,15.4626,-11.1285,metal
metal.00080,-73.4868,74.6688,-16.4547,55.6573,-7.7454,36.5499,-18.3139,27.8296,-11.9318,20.0741,-11.3670,14.7208,-7.3002,metal
metal.00081,-19.1276,118.8636,-52.1691,42.7202,-21.5936,27.6904,-14.6313,27.0335,-17.1375,18.9789,-10.7749,9.3888,-4.6718,metal
